vOTU,domain,realm,kingdom,phylum,class,order,family,viral_tax
080913_2_rerun_k141_2683735,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000624,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2683832,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000364,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
raw-080913-2_rerun_bin_131_k141_520236,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2035184,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_950886,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_731112,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1387920,Viruses,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Betaflexiviridae,Betaflexiviridae
080913_2_rerun_k141_2684595,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000518,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_951300,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000305,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_80615,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
raw-080913-2_rerun_bin_205_k141_3340735,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2036181,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000260,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
raw-080913-2_rerun_bin_131_k141_521594,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_3125099,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000180,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2908107,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1604700,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1817647,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1817665,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000637,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1170322,Viruses,Riboviria,Orthornavirae,Duplornaviricota,Chrymotiviricetes,Ghabrivirales,Totiviridae,Totiviridae
cn_080913_2_rerun_000000000116,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000490,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2257329,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000310,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_3126445,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Ellioviricetes,Bunyavirales,Phenuiviridae,Phenuiviridae
cn_080913_2_rerun_000000000433,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_954657,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Herelleviridae,,Herelleviridae; Unclassified family
cn_080913_2_rerun_000000000685,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Herelleviridae,,Herelleviridae; Unclassified family
080913_2_rerun_k141_2039104,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2258592,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000016,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000183,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1172457,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_735096,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000170,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2039925,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2688668,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_735417,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000510,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1392276,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_3128120,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2688947,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000052,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000042,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1820561,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000680,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2260004,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2474915,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1393351,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000448,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_736510,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000679,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_86572,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_737105,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000280,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000236,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000664,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_737610,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000331,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1610250,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000295,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_3130912,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2914227,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_3347251,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_88573,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000323,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
raw-080913-2_rerun_bin_205_k141_1823518,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_739069,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000277,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000583,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000360,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2915430,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000724,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1612609,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_3132902,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_3349208,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000033,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2263778,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1398126,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1825499,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000442,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2046615,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1825946,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1614059,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2917513,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000184,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
raw-080813-7-mc_bin_443_k141_1399017,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2694901,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2047051,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000514,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000245,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000268,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000046,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000743,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2919072,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1400087,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000792,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_963813,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1827878,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1827927,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_3353038,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2049811,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000789,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_743900,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000026,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000641,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1181853,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Mimiviridae
cn_080913_2_rerun_000000000529,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2050695,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_3139261,Viruses,Riboviria,Orthornavirae,Lenarviricota,Amabiliviricetes,Wolframvirales,Narnaviridae,Narnaviridae
cn_080913_2_rerun_000000000749,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2922497,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_745251,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000762,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_308038,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000152,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000147,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000380,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000780,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Polintoviricetes,Orthopolintovirales,Adintoviridae,Adintoviridae
080913_2_rerun_k141_538677,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000377,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_538806,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2270785,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2924839,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2924844,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1405134,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000662,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_747115,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_3141776,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_310249,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_969366,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1832909,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2271419,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2486982,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_539739,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000519,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2271784,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000730,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000617,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000154,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2487967,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_2488045,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_311556,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_100771,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_748899,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_749678,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_3144787,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1408532,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000415,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
cn_080913_2_rerun_000000000582,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
080913_2_rerun_k141_1836683,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Caudoviricetes; Unclassified order
